ndc11,hcpcs_code,hcpcs_description,drug_name,manufacturer,hcpcs_dosage,pkg_size,pkg_qty,bill_units_per_item,bill_units_per_pkg,has_multiple_hcpcs,all_hcpcs_codes
68001049236,Q2050,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal",BluePoint Laboratories,10 MG,10.0,1,2.0,2.0,False,
68001049326,Q2050,Doxorubicin inj 10mg,"Doxorubicin HCl, Liposomal",BluePoint Laboratories,10 MG,25.0,1,5.0,5.0,False,
68001050630,J2543,Piperacillin/tazobactam,Piperacillin Sodium-Tazobactam Sodium,BluePoint Laboratories,1.125 GM,1.0,10,2.0,20.0,False,
68001050782,J2543,Piperacillin/tazobactam,Piperacillin Sodium-Tazobactam Sodium,BluePoint Laboratories,1.125 GM,1.0,10,3.0,30.0,False,
68001050831,J2543,Piperacillin/tazobactam,Piperacillin Sodium-Tazobactam Sodium,BluePoint Laboratories,1.125 GM,1.0,10,4.0,40.0,False,
68001051627,J9267,Paclitaxel injection,Paclitaxel,BluePoint Laboratories,1 MG,50.0,1,300.0,300.0,False,
68001052285,J9395,"Injection, fulvestrant",Fulvestrant,BluePoint Laboratories,25 MG,5.0,2,10.0,20.0,False,
68001052336,J1453,Fosaprepitant injection,Fosaprepitant,BluePoint Laboratories,1 MG,1.0,1,150.0,150.0,False,
68001052430,J9190,Fluorouracil injection,Fluorouracil,BluePoint Laboratories,500 MG,10.0,10,1.0,10.0,False,
68001052431,J9190,Fluorouracil injection,Fluorouracil,BluePoint Laboratories,500 MG,20.0,10,2.0,20.0,False,
68001052527,J9190,Fluorouracil injection,Fluorouracil,BluePoint Laboratories,500 MG,50.0,1,5.0,5.0,False,
68001052532,J9190,Fluorouracil injection,Fluorouracil,BluePoint Laboratories,500 MG,100.0,1,10.0,10.0,False,
68001052754,J9025,Azacitidine injection,Azacitidine,BluePoint Laboratories,1 MG,1.0,1,100.0,100.0,False,
68001053436,J9041,"Injection, bortezomib, 0.1mg",Bortezomib,BluePoint Laboratories,0.1 MG,1.0,1,35.0,35.0,False,
68001053541,J9305,Inj. pemetrexed nos 10mg,Pemetrexed,BluePoint Laboratories,10 MG,1.0,1,10.0,10.0,False,
68001053641,J9305,Inj. pemetrexed nos 10mg,Pemetrexed,BluePoint Laboratories,10 MG,1.0,1,50.0,50.0,False,
68001053841,J9305,Inj. pemetrexed nos 10mg,Pemetrexed,BluePoint Laboratories,10 MG,1.0,1,10.0,10.0,False,
68001053941,J9305,Inj. pemetrexed nos 10mg,Pemetrexed,BluePoint Laboratories,10 MG,1.0,1,50.0,50.0,False,
68001054036,J9041,"Injection, bortezomib, 0.1mg",Bortezomib,BluePoint Laboratories,0.1 MG,1.0,1,35.0,35.0,False,
68001054136,J9041,"Injection, bortezomib, 0.1mg",Bortezomib,BluePoint Laboratories,0.1 MG,1.0,1,35.0,35.0,False,
68001054260,J3420,Vitamin b12 injection,Cyanocobalamin,BluePoint Laboratories,1000 MCG,1.0,25,1.0,25.0,False,
68001054341,J9305,Inj. pemetrexed nos 10mg,Pemetrexed,BluePoint Laboratories,10 MG,1.0,1,10.0,10.0,False,
68001054441,J9305,Inj. pemetrexed nos 10mg,Pemetrexed,BluePoint Laboratories,10 MG,1.0,1,50.0,50.0,False,
68001054541,J9305,Inj. pemetrexed nos 10mg,Pemetrexed,BluePoint Laboratories,10 MG,1.0,1,75.0,75.0,False,
68001054641,J9305,Inj. pemetrexed nos 10mg,Pemetrexed,BluePoint Laboratories,10 MG,1.0,1,100.0,100.0,False,
68001055700,J7509,Methylprednisolone oral,Methylprednisolone,BluePoint Laboratories,4 MG,100.0,1,100.0,100.0,False,
68001055855,J7509,Methylprednisolone oral,Methylprednisolone,BluePoint Laboratories,4 MG,25.0,1,50.0,50.0,False,
68001055969,J7509,Methylprednisolone oral,Methylprednisolone,BluePoint Laboratories,4 MG,50.0,1,200.0,200.0,False,
68001056055,J7509,Methylprednisolone oral,Methylprednisolone,BluePoint Laboratories,4 MG,25.0,1,200.0,200.0,False,
68001056422,J9073,Inj cyclophos dr reddys 5 mg,Cyclophosphamide,BluePoint Laboratories,5 MG,5.0,1,200.0,200.0,False,
68001056528,J9073,Inj cyclophos dr reddys 5 mg,Cyclophosphamide,BluePoint Laboratories,5 MG,10.0,1,400.0,400.0,False,
68001057241,J9033,"Inj, bendamustine hcl, 1mg",Bendamustine,BluePoint Laboratories,1 MG,1.0,1,100.0,100.0,False,
68001057341,J0894,Decitabine injection,Decitabine,BluePoint Laboratories,1 MG,1.0,1,50.0,50.0,False,
68001057848,J1631,Haloperidol decanoate inj,Haloperidol Decanoate,BluePoint Laboratories,50 MG,1.0,3,1.0,3.0,False,
68001057948,J1631,Haloperidol decanoate inj,Haloperidol Decanoate,BluePoint Laboratories,50 MG,1.0,5,2.0,10.0,False,
68001058041,J1631,Haloperidol decanoate inj,Haloperidol Decanoate,BluePoint Laboratories,50 MG,1.0,1,1.0,1.0,False,
68001058141,J1631,Haloperidol decanoate inj,Haloperidol Decanoate,BluePoint Laboratories,50 MG,1.0,1,2.0,2.0,False,
68001058148,J1631,Haloperidol decanoate inj,Haloperidol Decanoate,BluePoint Laboratories,50 MG,1.0,5,2.0,10.0,False,
68001058182,J1631,Haloperidol decanoate inj,Haloperidol Decanoate,BluePoint Laboratories,50 MG,1.0,10,2.0,20.0,False,
68001058241,J1631,Haloperidol decanoate inj,Haloperidol Decanoate,BluePoint Laboratories,50 MG,5.0,1,10.0,10.0,False,
68001060824,J9060,Cisplatin 10 mg injection,Cisplatin,BluePoint Laboratories,10 MG,50.0,1,5.0,5.0,False,
68001060933,J9060,Cisplatin 10 mg injection,Cisplatin,BluePoint Laboratories,10 MG,100.0,1,10.0,10.0,False,
68001061025,J3489,Zoledronic acid 1mg,Zoledronic Acid,BluePoint Laboratories,1 MG,5.0,1,4.0,4.0,False,
68001061133,J3489,Zoledronic acid 1mg,Zoledronic Acid,BluePoint Laboratories,1 MG,100.0,1,5.0,5.0,False,
68001061536,J9280,Mitomycin injection,Mitomycin,BluePoint Laboratories,5 MG,1.0,1,1.0,1.0,False,
68001061677,J9280,Mitomycin injection,Mitomycin,BluePoint Laboratories,5 MG,1.0,1,4.0,4.0,False,
68001061779,J9280,Mitomycin injection,Mitomycin,BluePoint Laboratories,5 MG,1.0,1,8.0,8.0,False,
68001061837,J0894,Decitabine injection,Decitabine,BluePoint Laboratories,1 MG,1.0,1,50.0,50.0,False,
68001062054,J9025,Azacitidine injection,Azacitidine,BluePoint Laboratories,1 MG,1.0,1,100.0,100.0,False,
68001062401,J7509,Methylprednisolone oral,Methylprednisolone,BluePoint Laboratories,4 MG,21.0,1,21.0,21.0,False,
68001062685,J9395,"Injection, fulvestrant",Fulvestrant,BluePoint Laboratories,25 MG,5.0,2,10.0,20.0,False,
68001062727,J9190,Fluorouracil injection,Fluorouracil,BluePoint Laboratories,500 MG,50.0,1,5.0,5.0,False,
68001062832,J9190,Fluorouracil injection,Fluorouracil,BluePoint Laboratories,500 MG,100.0,1,10.0,10.0,False,
68001062926,Q2050,Doxorubicin inj 10mg,Doxorubicin HCl Liposome,Bluepoint Laboratories,10 MG,25.0,1,5.0,5.0,False,
68001062936,Q2050,Doxorubicin inj 10mg,Doxorubicin HCl Liposome,Bluepoint Laboratories,10 MG,10.0,1,2.0,2.0,False,
68001063342,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,BluePoint Laboratories,10 MG,0.3,10,3.0,30.0,False,
68001063442,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,BluePoint Laboratories,10 MG,0.4,10,4.0,40.0,False,
68001063542,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,BluePoint Laboratories,10 MG,0.6,10,6.0,60.0,False,
68001063642,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,BluePoint Laboratories,10 MG,0.8,10,8.0,80.0,False,
68001063742,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,BluePoint Laboratories,10 MG,1.0,10,10.0,100.0,False,
68001063842,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,BluePoint Laboratories,10 MG,0.8,10,12.0,120.0,False,
68001063942,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,BluePoint Laboratories,10 MG,1.0,10,15.0,150.0,False,
68001064060,J3420,Vitamin b12 injection,Cyanocobalamin,BluePoint Laboratories,1000 MCG,1.0,25,1.0,25.0,False,
68001064241,J0894,Decitabine injection,Decitabine,BluePoint Laboratories,1 MG,1.0,1,50.0,50.0,False,
68001064306,J8522,"Capecitabine, oral, 50 mg",Capecitabine,BluePoint Laboratories,50 MG,60.0,1,180.0,180.0,False,
68001064407,J8522,"Capecitabine, oral, 50 mg",Capecitabine,BluePoint Laboratories,50 MG,120.0,1,1200.0,1200.0,False,
68084014901,J7509,Methylprednisolone oral,Methylprednisolone,American Health Packaging,4 MG,100.0,1,100.0,100.0,False,
68084022001,Q0162,Ondansetron oral,Ondansetron HCl,American Health Packaging,1 MG,100.0,1,400.0,400.0,False,
68084022101,Q0162,Ondansetron oral,Ondansetron HCl,American Health Packaging,1 MG,100.0,1,800.0,800.0,False,
68084022901,J7500,Azathioprine oral 50mg,Azathioprine,American Health Packaging,50 MG,100.0,1,100.0,100.0,False,
68084044901,J7507,Tacrolimus imme rel oral 1mg,Tacrolimus,American Health Packaging,1 MG,100.0,1,50.0,50.0,False,
68084045001,J7507,Tacrolimus imme rel oral 1mg,Tacrolimus,American Health Packaging,1 MG,100.0,1,100.0,100.0,False,
68084045101,J7507,Tacrolimus imme rel oral 1mg,Tacrolimus,American Health Packaging,1 MG,100.0,1,500.0,500.0,False,
68084087925,J7515,Cyclosporine oral 25 mg,Cyclosporine,American Health Packaging,25 MG,30.0,1,30.0,30.0,False,
68084090721,J7518,Mycophenolic acid,Mycophenolic Acid DR ,American Health Packaging,180 MG,30.0,1,30.0,30.0,False,
68084091525,J7520,"Sirolimus, oral",Sirolimus,American Health Packaging,1 MG,30.0,1,30.0,30.0,False,
68084091825,J7518,Mycophenolic acid,Mycophenolic Acid,American Health Packaging,180 MG,30.0,1,60.0,60.0,False,
68084092125,J7502,Cyclosporine oral 100 mg,Cyclosporine,American Health Packaging,100 MG,30.0,1,30.0,30.0,False,
68135002001,J1458,Galsulfase injection,Naglazyme,BioMarin Pharmaceutical Inc.,1 MG,1.0,1,1.0,5.0,False,
68135010001,J1322,"Elosulfase alfa, injection",Vimizim,BioMarin Pharmaceutical Inc.,1 MG,5.0,1,5.0,5.0,False,
68180069001,J1453,Fosaprepitant injection,Fosaprepitant,Lupin Pharmaceuticals ,1 MG,1.0,1,150.0,150.0,False,
68180071852,J1270,"Injection, doxercalciferol",Doxercalciferol,Lupin Pharmaceuticals ,1 MCG,2.0,50,4.0,200.0,False,
68180096256,J7682,Tobramycin non-comp unit,Tobramycin inhalation,"Lupin Pharmaceuticals, Inc.",300 MG,5.0,56,1.0,56.0,False,
68180098430,J7626,Budesonide non-comp unit,Budesonide,"Lupin Pharmaceuticals, Inc.",UP TO 0.50 MG,2.0,30,1.0,30.0,False,
68382086010,J0515,Inj benztropine mesylate,Benztropine,Zydus Pharmaceuticals (USA) Inc.,1 MG,2.0,5,2.0,10.0,False,
68382091010,J1271,Inj doxycycline hyclate 1 mg,Doxycycline Hyclate,Zydus Pharmaceuticals (USA) Inc.,1 MG,1.0,10,100.0,1000.0,False,
68382091601,J7509,Methylprednisolone oral,Methylprednisolone,ZYDUS PHARMACEUTICALS (USA),4 MG,100.0,1,100.0,100.0,False,
68382091634,J7509,Methylprednisolone oral,Methylprednisolone (Pak),ZYDUS PHARMACEUTICALS (USA),4 MG,21.0,1,21.0,21.0,False,
68382091711,J7509,Methylprednisolone oral,Methylprednisolone,ZYDUS PHARMACEUTICALS (USA),4 MG,25.0,1,50.0,50.0,False,
68382091818,J7509,Methylprednisolone oral,Methylprednisolone,ZYDUS PHARMACEUTICALS (USA),4 MG,50.0,1,200.0,200.0,False,
68382091911,J7509,Methylprednisolone oral,Methylprednisolone,ZYDUS PHARMACEUTICALS (USA),4 MG,25.0,1,200.0,200.0,False,
68382099710,J9017,Arsenic trioxide injection,Arsenic Trioxide,Zydus Pharmaceuticals (USA) Inc.,1 MG,10.0,10,10.0,100.0,False,
68462010530,Q0162,Ondansetron oral,Ondansetron HCl,"Glenmark Pharmaceuticals Inc., USA",1 MG,30.0,1,120.0,120.0,False,
68462010630,Q0162,Ondansetron oral,Ondansetron HCl,"Glenmark Pharmaceuticals Inc., USA",1 MG,30.0,1,240.0,240.0,False,
68462011233,J8501,Oral aprepitant,Aprepitant,"Glenmark Pharmaceuticals Inc., USA",5 MG,1.0,3,57.0,57.0,False,
68462015713,Q0162,Ondansetron oral,Ondansetron ODT,"Glenmark Pharmaceuticals Inc., USA",1 MG,30.0,1,120.0,120.0,False,
68462015811,Q0162,Ondansetron oral,Ondansetron ODT,"Glenmark Pharmaceuticals Inc., USA",1 MG,10.0,1,80.0,80.0,False,
68462015813,Q0162,Ondansetron oral,Ondansetron ODT,"Glenmark Pharmaceuticals Inc., USA",1 MG,30.0,1,240.0,240.0,False,
68462046954,J1939,"Inj, bumetanide, 0.5 mg",Bumetanide,"Glenmark Pharmaceuticals Inc., USA",0.5 MG,4.0,10,2.0,20.0,False,
68462047054,J1939,"Inj, bumetanide, 0.5 mg",Bumetanide,"Glenmark Pharmaceuticals Inc., USA",0.5 MG,10.0,10,5.0,50.0,False,
68462047774,J3374,"Inj, vancomycin (mylan) 10mg",Vancomycin HCl,Glenmark Pharmaceuticals Inc.,10 MG,1.0,10,75.0,750.0,False,
68462047884,J3374,"Inj, vancomycin (mylan) 10mg",Vancomycin HCl,Glenmark Pharmaceuticals Inc.,10 MG,1.0,10,125.0,1250.0,False,
68462047984,J3374,"Inj, vancomycin (mylan) 10mg",Vancomycin HCl,Glenmark Pharmaceuticals Inc.,10 MG,1.0,10,150.0,1500.0,False,
68462050201,J7500,Azathioprine oral 50mg,Azathioprine,"Glenmark Pharmaceuticals Inc., USA",50 MG,100.0,1,100.0,100.0,False,
68462058340,J8501,Oral aprepitant,Aprepitant,"Glenmark Pharmaceuticals Inc., USA",5 MG,1.0,1,8.0,8.0,False,
68462058385,J8501,Oral aprepitant,Aprepitant,"Glenmark Pharmaceuticals Inc., USA",5 MG,1.0,5,8.0,40.0,False,
68462058458,J8501,Oral aprepitant,Aprepitant,"Glenmark Pharmaceuticals Inc., USA",5 MG,1.0,2,16.0,32.0,False,
68462058476,J8501,Oral aprepitant,Aprepitant,"Glenmark Pharmaceuticals Inc., USA",5 MG,1.0,6,16.0,96.0,False,
68462058576,J8501,Oral aprepitant,Aprepitant,"Glenmark Pharmaceuticals Inc., USA",5 MG,1.0,6,25.0,150.0,False,
68462068201,J7520,"Sirolimus, oral",Sirolimus,"Glenmark Pharmaceuticals Inc., USA",1 MG,100.0,1,50.0,50.0,False,
68462068301,J7520,"Sirolimus, oral",Sirolimus,"Glenmark Pharmaceuticals Inc., USA",1 MG,100.0,1,100.0,100.0,False,
68462068401,J7520,"Sirolimus, oral",Sirolimus,"Glenmark Pharmaceuticals Inc., USA",1 MG,100.0,1,200.0,200.0,False,
68462068501,J7507,Tacrolimus imme rel oral 1mg,Tacrolimus,"Glenmark Pharmaceuticals Inc., USA",1 MG,100.0,1,50.0,50.0,False,
68462068601,J7507,Tacrolimus imme rel oral 1mg,Tacrolimus,"Glenmark Pharmaceuticals Inc., USA",1 MG,100.0,1,100.0,100.0,False,
68462068701,J7507,Tacrolimus imme rel oral 1mg,Tacrolimus,"Glenmark Pharmaceuticals Inc., USA",1 MG,100.0,1,500.0,500.0,False,
68462075525,J1885,Ketorolac tromethamine inj,Ketorolac Tromethamine,"Glenmark Pharmaceuticals Inc., USA",15 MG,1.0,25,1.0,25.0,False,
68462075625,J1885,Ketorolac tromethamine inj,Ketorolac Tromethamine,"Glenmark Pharmaceuticals Inc., USA",15 MG,1.0,25,2.0,50.0,False,
68462075725,J1885,Ketorolac tromethamine inj,Ketorolac Tromethamine,"Glenmark Pharmaceuticals Inc., USA",15 MG,2.0,25,4.0,100.0,False,
68462075825,J3430,Vitamin k phytonadione inj,Phytonadione,"Glenmark Pharmaceuticals Inc., USA",1 MG,1.0,25,10.0,250.0,False,
68462076010,J0166,Inj epinephrine (bpi),Epinephrine HCl,"Glenmark Pharmaceuticals Inc., USA",0.1 MG,10.0,1,100.0,100.0,False,
68462089610,J2354,"Octreotide inj, non-depot",Octreotide Acetate,"Glenmark Pharmaceuticals Inc., USA",25 MCG,1.0,10,4.0,40.0,False,
68462089710,J2354,"Octreotide inj, non-depot",Octreotide Acetate,"Glenmark Pharmaceuticals Inc., USA",25 MCG,1.0,10,20.0,200.0,False,
68462093310,J0166,Inj epinephrine (bpi),Epinephrine,"Glenmark Pharmaceuticals Inc., USA",0.1 MG ,1.0,10,10.0,100.0,False,
68462094612,J0132,Acetylcysteine injection,Acetylcysteine,"Glenmark Pharmaceuticals Inc., USA",100 MG,30.0,4,60.0,240.0,False,
68516321001,J7194,Factor ix complex,Profilnine,"Grifols USA, LLC",1 IU,1.0,1,1.0,1.0,False,
68516321102,J7194,Factor ix complex,Profilnine,"Grifols USA, LLC",1 IU,1.0,1,1.0,1.0,False,
68516321202,J7194,Factor ix complex,Profilnine,"Grifols USA, LLC",1 IU,1.0,1,1.0,1.0,False,
68516361002,J7193,Factor ix non-recombinant,Alphanine SD,"Grifols USA, LLC",1 IU,1.0,1,1.0,1.0,False,
68516361102,J7193,Factor ix non-recombinant,Alphanine SD,"Grifols USA, LLC",1 IU,1.0,1,1.0,1.0,False,
68516361202,J7193,Factor ix non-recombinant,Alphanine SD,"Grifols USA, LLC",1 IU,1.0,1,1.0,1.0,False,
68516461601,J7186,Antihemophilic viii/vwf comp,Alphanate,"Grifols USA, LLC",PER FACTOR VIII IU,1.0,1,1.0,1.0,False,
68516461701,J7186,Antihemophilic viii/vwf comp,Alphanate,"Grifols USA, LLC",PER FACTOR VIII IU,1.0,1,1.0,1.0,False,
68516461802,J7186,Antihemophilic viii/vwf comp,Alphanate,"Grifols USA, LLC",PER FACTOR VIII IU,1.0,1,1.0,1.0,False,
68516461902,J7186,Antihemophilic viii/vwf comp,Alphanate,"Grifols USA, LLC",PER FACTOR VIII IU,1.0,1,1.0,1.0,False,
68516462002,J7186,Antihemophilic viii/vwf comp,Alphanate,"Grifols USA, LLC",PER FACTOR VIII IU,1.0,1,1.0,1.0,False,
68611018001,J7314,"Inj., yutiq, 0.01 mg",Yutiq,"ANI Pharmaceuticals, Inc.",0.01 MG,1.0,1,18.0,18.0,False,
68611019002,J7313,"Inj., iluvien, 0.01 mg",Iluvien,"Alimera Sciences, Inc.",0.01 MG,1.0,1,19.0,19.0,False,
68682023101,J7500,Azathioprine oral 50mg,Azathioprine,"Bausch Health US, LLC",50 MG,100.0,1,150.0,150.0,False,
68682024101,J7500,Azathioprine oral 50mg,Azathioprine,"Bausch Health US, LLC",50 MG,100.0,1,200.0,200.0,False,
68727071201,J9223,"Inj. lurbinectedin, 0.1 mg",Zepzelca,"Jazz Pharmaceuticals, Inc.",0.1 MG,1.0,1,40.0,40.0,False,
68727074502,J9153,"Inj daunorubicin, cytarabine",Vyxeos,"Jazz Pharmaceuticals, Inc.",1 MG/2.27 MG,1.0,2,44.0,88.0,False,
68727090003,J9021,"Inj, aspara, rylaze, 0.1 mg",Rylaze,"Jazz Pharmaceuticals, Inc.",0.1 MG,0.5,3,100.0,300.0,False,
68727095002,J9276,"Inj zanidatamab-hrii, 2 mg",Ziihera,"Jazz Pharmaceuticals, Inc.",2 MG,1.0,2,150.0,300.0,False,
68788644001,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,10.0,1,100.0,100.0,False,
68788644002,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,20.0,1,200.0,200.0,False,
68788644003,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,30.0,1,300.0,300.0,False,
68788644008,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,21.0,1,210.0,210.0,False,
68788726702,J8540,Oral dexamethasone,Dexamethasone,Preferred Pharmaceuticals Inc,0.25 MG,21.0,1,63.0,63.0,False,
68788726703,J8540,Oral dexamethasone,Dexamethasone,Preferred Pharmaceuticals Inc,0.25 MG,30.0,1,90.0,90.0,False,
68788737203,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,30.0,1,150.0,150.0,False,
68788756501,Q0162,Ondansetron oral,Ondansetron ODT,Preferred Pharmaceuticals Inc,1 MG,10.0,1,80.0,80.0,False,
68788756503,Q0162,Ondansetron oral,Ondansetron ODT,Preferred Pharmaceuticals Inc,1 MG,30.0,1,240.0,240.0,False,
68788764401,Q0162,Ondansetron oral,Ondansetron ODT,Preferred Pharmaceuticals Inc,1 MG,10.0,1,40.0,40.0,False,
68788764403,Q0162,Ondansetron oral,Ondansetron ODT,Preferred Pharmaceuticals Inc,1 MG,30.0,1,120.0,120.0,False,
68788770802,J7510,Prednisolone oral per 5 mg,Prednisolone,Preferred Pharmaceuticals Inc,5 MG,240.0,1,144.0,144.0,False,
68788783302,J7509,Methylprednisolone oral,Methylprednisolone (Pak),Preferred Pharmaceuticals Inc,4 MG,21.0,1,21.0,21.0,False,
68788810303,J7620,Albuterol ipratrop non-comp,Albuterol ipratropium,Preferred Pharmaceuticals Inc,2.5 MG/0.5 MG,3.0,30,1.0,30.0,False,
68788816601,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,10.0,1,100.0,100.0,False,
68788816602,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,21.0,1,210.0,210.0,False,
68788816603,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,30.0,1,300.0,300.0,False,
68788816606,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,15.0,1,150.0,150.0,False,
68788816608,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,20.0,1,200.0,200.0,False,
68788818403,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,30.0,1,75.0,75.0,False,
68788821201,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,10.0,1,200.0,200.0,False,
68788821202,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,20.0,1,400.0,400.0,False,
68788821203,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,30.0,1,600.0,600.0,False,
68788821204,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,18.0,1,360.0,360.0,False,
68788821205,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,15.0,1,300.0,300.0,False,
68788821208,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,21.0,1,420.0,420.0,False,
68788822301,J8540,Oral dexamethasone,Dexamethasone,Preferred Pharmaceuticals Inc,0.25 MG,12.0,1,192.0,192.0,False,
68788822303,J8540,Oral dexamethasone,Dexamethasone,Preferred Pharmaceuticals Inc,0.25 MG,30.0,1,480.0,480.0,False,
68788822306,J8540,Oral dexamethasone,Dexamethasone,Preferred Pharmaceuticals Inc,0.25 MG,6.0,1,96.0,96.0,False,
68788836505,Q0162,Ondansetron oral,Ondansetron,Preferred Pharmaceuticals Inc,1 MG,50.0,1,40.0,40.0,False,
68788846701,J8540,Oral dexamethasone,Dexamethasone,Preferred Pharmaceuticals Inc,0.25 MG,12.0,1,192.0,192.0,False,
68788846703,J8540,Oral dexamethasone,Dexamethasone,Preferred Pharmaceuticals Inc,0.25 MG,30.0,1,480.0,480.0,False,
68788857903,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,30.0,1,150.0,150.0,False,
68788857908,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,21.0,1,105.0,105.0,False,
68788858201,Q0162,Ondansetron oral,Ondansetron,Preferred Pharmaceuticals Inc,1 MG,10.0,1,80.0,80.0,False,
68788858202,Q0162,Ondansetron oral,Ondansetron HCl,Preferred Pharmaceuticals Inc,1 MG,12.0,1,96.0,96.0,False,
68788858203,Q0162,Ondansetron oral,Ondansetron HCl,Preferred Pharmaceuticals Inc,1 MG,30.0,1,240.0,240.0,False,
68788865102,Q0162,Ondansetron oral,Ondansetron,Preferred Pharmaceuticals Inc,1 MG,12.0,1,48.0,48.0,False,
68788866301,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,10.0,1,200.0,200.0,False,
68788866302,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,20.0,1,400.0,400.0,False,
68788866303,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,30.0,1,600.0,600.0,False,
68788866305,J7512,Prednisone ir or dr oral 1mg,Prednisone,Preferred Pharmaceuticals Inc,1 MG,15.0,1,300.0,300.0,False,
68788866601,Q0162,Ondansetron oral,Ondansetron ODT,Preferred Pharmaceuticals Inc,1 MG,10.0,1,40.0,40.0,False,
68788936801,Q0162,Ondansetron oral,Ondansetron HCl,Preferred Pharmaceuticals Inc,1 MG,10.0,1,40.0,40.0,False,
68788936802,Q0162,Ondansetron oral,Ondansetron HCl,Preferred Pharmaceuticals Inc,1 MG,12.0,1,48.0,48.0,False,
68788936803,Q0162,Ondansetron oral,Ondansetron,Preferred Pharmaceuticals Inc,1 MG,30.0,1,120.0,120.0,False,
68788940201,Q0162,Ondansetron oral,Ondansetron HCl,Preferred Pharmaceuticals Inc,1 MG,10.0,1,80.0,80.0,False,
68788940203,Q0162,Ondansetron oral,Ondansetron,Preferred Pharmaceuticals Inc,1 MG,30.0,1,240.0,240.0,False,
68817013450,J9264,Paclitaxel protein bound,Abraxane,Celgene Corporation,1 MG,1.0,1,100.0,100.0,False,
68982013901,J7209,Factor viii nuwiq recomb 1iu,Nuwiq,Octapharma USA Inc.,1 IU,1.0,1,1.0,1.0,False,
68982014101,J7209,Factor viii nuwiq recomb 1iu,Nuwiq,Octapharma USA Inc.,1 IU,1.0,1,1.0,1.0,False,
68982014301,J7209,Factor viii nuwiq recomb 1iu,Nuwiq,Octapharma USA Inc.,1 IU,1.0,1,1.0,1.0,False,
68982014501,J7209,Factor viii nuwiq recomb 1iu,Nuwiq,Octapharma USA Inc.,1 IU,1.0,1,1.0,1.0,False,
68982014701,J7209,Factor viii nuwiq recomb 1iu,Nuwiq,Octapharma USA Inc.,1 IU,1.0,1,1.0,1.0,False,
68982014901,J7209,Factor viii nuwiq recomb 1iu,Nuwiq,Octapharma USA Inc.,1 IU,1.0,1,1.0,1.0,False,
68982015101,J7209,Factor viii nuwiq recomb 1iu,Nuwiq,Octapharma USA Inc.,1 IU,1.0,1,1.0,1.0,False,
68982015301,J7209,Factor viii nuwiq recomb 1iu,Nuwiq,Octapharma USA Inc.,1 IU,1.0,1,1.0,1.0,False,
68982018201,J7183,Wilate injection,Wilate,Octapharma USA Inc.,1 I.U. VWF:RCO,1.0,1,1.0,1.0,False,
68982018202,J7183,Wilate injection,Wilate,Octapharma USA Inc.,1 I.U. VWF:RCO,1.0,1,1.0,1.0,False,
